LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
210,081110,012005,5368,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-26568864070436835 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-26568864070436835']"
211,081110,012245,5396,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-9161369067334198861 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-9161369067334198861']"
212,081110,012351,5301,INFO,dfs.DataNode$PacketResponder,Received block blk_-1094025072435547068 of size 67108864 from /10.251.66.3,e3df2680,Received block <*> of size <*> from <*>,"['blk_-1094025072435547068', '67108864', '/10.251.66.3']"
213,081110,012357,5523,INFO,dfs.DataNode$PacketResponder,Received block blk_6534693994677948144 of size 67108864 from /10.251.201.204,e3df2680,Received block <*> of size <*> from <*>,"['blk_6534693994677948144', '67108864', '/10.251.201.204']"
214,081110,012426,5538,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7672124247291403094 src: /10.251.66.3:55531 dest: /10.251.66.3:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7672124247291403094', '/10.251.66.3:55531', '/10.251.66.3:50010']"
215,081110,012522,5491,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5569558931000121451 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-5569558931000121451']"
216,081110,012753,5586,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4566099704755845087 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-4566099704755845087']"
217,081110,012835,5558,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-8093500164295459838 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-8093500164295459838']"
218,081110,012855,5509,INFO,dfs.DataNode$PacketResponder,Received block blk_-3787594914477940893 of size 67108864 from /10.251.71.16,e3df2680,Received block <*> of size <*> from <*>,"['blk_-3787594914477940893', '67108864', '/10.251.71.16']"
219,081110,012857,5605,INFO,dfs.DataNode$PacketResponder,Received block blk_426381928692704514 of size 67108864 from /10.251.122.38,e3df2680,Received block <*> of size <*> from <*>,"['blk_426381928692704514', '67108864', '/10.251.122.38']"
220,081110,013125,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001095_0/part-01095. blk_-7413910507260978729,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001095_0/part-01095. blk_-7413910507260978729']
221,081110,013220,5704,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4774656339381154282 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_4774656339381154282']"
222,081110,013231,5659,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8227485321105019293 src: /10.251.195.33:56999 dest: /10.251.195.33:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8227485321105019293', '/10.251.195.33:56999', '/10.251.195.33:50010']"
223,081110,013306,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_5210211633167259832 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.75.79:50010', 'blk_5210211633167259832', '67108864']"
224,081110,013406,5493,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2917692073041583988 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_2917692073041583988']"
225,081110,013412,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-8558845834445970595 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.159:50010', 'blk_-8558845834445970595', '67108864']"
226,081110,013502,5576,INFO,dfs.DataNode$PacketResponder,Received block blk_3852281952649038166 of size 67108864 from /10.251.122.65,e3df2680,Received block <*> of size <*> from <*>,"['blk_3852281952649038166', '67108864', '/10.251.122.65']"
227,081110,013506,5649,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5442040196315589272 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-5442040196315589272']"
228,081110,013537,5804,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6486714614940767660 src: /10.250.11.53:48454 dest: /10.250.11.53:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-6486714614940767660', '/10.250.11.53:48454', '/10.250.11.53:50010']"
229,081110,013542,5646,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_755689327380778318 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_755689327380778318']"
230,081110,013545,5696,INFO,dfs.DataNode$PacketResponder,Received block blk_-8847552694913526632 of size 67108864 from /10.251.201.204,e3df2680,Received block <*> of size <*> from <*>,"['blk_-8847552694913526632', '67108864', '/10.251.201.204']"
231,081110,013559,5614,INFO,dfs.DataNode$PacketResponder,Received block blk_7736147489540456118 of size 67108864 from /10.251.74.227,e3df2680,Received block <*> of size <*> from <*>,"['blk_7736147489540456118', '67108864', '/10.251.74.227']"
232,081110,013715,5706,INFO,dfs.DataNode$PacketResponder,Received block blk_-3677956642639780952 of size 67108864 from /10.251.123.20,e3df2680,Received block <*> of size <*> from <*>,"['blk_-3677956642639780952', '67108864', '/10.251.123.20']"
233,081110,013721,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3073404534069578592 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.73.220:50010', 'blk_3073404534069578592', '67108864']"
234,081110,013855,5764,INFO,dfs.DataNode$PacketResponder,Received block blk_1498192967843651378 of size 67108864 from /10.251.42.84,e3df2680,Received block <*> of size <*> from <*>,"['blk_1498192967843651378', '67108864', '/10.251.42.84']"
235,081110,013938,4501,INFO,dfs.DataNode$DataXceiver,Receiving block blk_148513789886825227 src: /10.251.123.33:54308 dest: /10.251.123.33:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_148513789886825227', '/10.251.123.33:54308', '/10.251.123.33:50010']"
236,081110,014002,5798,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7229716389774599497 src: /10.251.201.204:38310 dest: /10.251.201.204:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7229716389774599497', '/10.251.201.204:38310', '/10.251.201.204:50010']"
237,081110,014023,5733,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_4741107979793372752 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_4741107979793372752']"
238,081110,014033,5854,INFO,dfs.DataNode$DataXceiver,Receiving block blk_691517018986659607 src: /10.251.195.70:59379 dest: /10.251.195.70:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_691517018986659607', '/10.251.195.70:59379', '/10.251.195.70:50010']"
239,081110,014043,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_6002109944224710483 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.203.129:50010', 'blk_6002109944224710483', '67108864']"
240,081110,014050,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_5095897972833086609 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.122.65:50010', 'blk_5095897972833086609', '67108864']"
241,081110,014138,5832,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3802183646922512795 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-3802183646922512795']"
242,081110,014145,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_9072829105973334075 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.201.204:50010', 'blk_9072829105973334075', '67108864']"
243,081110,014207,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001365_0/part-01365. blk_4841101867353115844,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001365_0/part-01365. blk_4841101867353115844']
244,081110,014257,5803,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1997668456720275587 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_1997668456720275587']"
245,081110,014314,5599,INFO,dfs.DataNode$PacketResponder,Received block blk_3304535870056962597 of size 67108864 from /10.251.203.166,e3df2680,Received block <*> of size <*> from <*>,"['blk_3304535870056962597', '67108864', '/10.251.203.166']"
246,081110,014349,5817,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4853183643928986291 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-4853183643928986291']"
247,081110,014421,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_6828121630547887549 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.196:50010', 'blk_6828121630547887549', '67108864']"
248,081110,014423,5775,INFO,dfs.DataNode$PacketResponder,Received block blk_3084588477220583373 of size 67108864 from /10.251.125.174,e3df2680,Received block <*> of size <*> from <*>,"['blk_3084588477220583373', '67108864', '/10.251.125.174']"
249,081110,014428,5801,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-653434419514937486 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-653434419514937486']"
250,081110,014519,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001506_0/part-01506. blk_1104376461837247304,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001506_0/part-01506. blk_1104376461837247304']
251,081110,014520,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_-5511630179413516751 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.130:50010', 'blk_-5511630179413516751', '67108864']"
252,081110,014536,6005,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_4404895858852856851 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_4404895858852856851']"
253,081110,014727,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001597_0/part-01597. blk_-591552904934794824,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001597_0/part-01597. blk_-591552904934794824']
254,081110,014738,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377. blk_-8408087700903896282,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377. blk_-8408087700903896282']
255,081110,014808,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-5404881839098659470 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.122.38:50010', 'blk_-5404881839098659470', '67108864']"
256,081110,014847,5846,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_703046261120042821 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_703046261120042821']"
257,081110,014914,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001728_0/part-01728. blk_-488298625688742454,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001728_0/part-01728. blk_-488298625688742454']
258,081110,014953,5959,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6465095458973828118 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_6465095458973828118']"
259,081110,015013,6133,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-9110604833387121363 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-9110604833387121363']"
260,081110,015018,5852,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5977008528949258706 src: /10.251.214.32:43860 dest: /10.251.214.32:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_5977008528949258706', '/10.251.214.32:43860', '/10.251.214.32:50010']"
261,081110,015024,5938,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_3781645897486585075 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_3781645897486585075']"
262,081110,015031,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_-1635752698830216319 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.194:50010', 'blk_-1635752698830216319', '67108864']"
263,081110,015334,5970,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3070718541088657475 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_3070718541088657475']"
264,081110,015340,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001661_0/part-01661. blk_-1674094254141559552,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001661_0/part-01661. blk_-1674094254141559552']
265,081110,015423,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to blk_6080034782037237879 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.197.161:50010', 'blk_6080034782037237879', '67108864']"
266,081110,015432,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001630_0/part-01630. blk_-8645365827804358878,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001630_0/part-01630. blk_-8645365827804358878']
267,081110,015600,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001817_0/part-01817. blk_3291173852929756766,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001817_0/part-01817. blk_3291173852929756766']
268,081110,015607,6086,INFO,dfs.DataNode$PacketResponder,Received block blk_892900079071425422 of size 67108864 from /10.251.73.188,e3df2680,Received block <*> of size <*> from <*>,"['blk_892900079071425422', '67108864', '/10.251.73.188']"
269,081110,015626,5971,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2243777557693112935 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_2243777557693112935']"
270,081110,015649,6096,INFO,dfs.DataNode$PacketResponder,Received block blk_-8192956077351896648 of size 67108864 from /10.251.110.196,e3df2680,Received block <*> of size <*> from <*>,"['blk_-8192956077351896648', '67108864', '/10.251.110.196']"
271,081110,015716,6066,INFO,dfs.DataNode$PacketResponder,Received block blk_5250287988089075029 of size 67108864 from /10.251.66.63,e3df2680,Received block <*> of size <*> from <*>,"['blk_5250287988089075029', '67108864', '/10.251.66.63']"
272,081110,015719,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_446513188203036714 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.30.6:50010', 'blk_446513188203036714', '67108864']"
273,081110,015740,6116,INFO,dfs.DataNode$PacketResponder,Received block blk_-2020273862360001901 of size 67108864 from /10.250.7.244,e3df2680,Received block <*> of size <*> from <*>,"['blk_-2020273862360001901', '67108864', '/10.250.7.244']"
274,081110,015750,5956,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3338047823148530794 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_3338047823148530794']"
275,081110,015759,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001840_0/part-01840. blk_4210124392039605712,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001840_0/part-01840. blk_4210124392039605712']
276,081110,015832,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_-6330812010936261924 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.71.240:50010', 'blk_-6330812010936261924', '67108864']"
277,081110,015942,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001976_0/part-01976. blk_-8380267327243110056,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_001976_0/part-01976. blk_-8380267327243110056']
278,081110,015959,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-8077373411465716253 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.110.160:50010', 'blk_-8077373411465716253', '67108864']"
279,081110,020011,6037,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-9198375937828232046 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-9198375937828232046']"
280,081110,020019,5935,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9107849594802857322 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_9107849594802857322']"
281,081110,020034,6204,INFO,dfs.DataNode$DataXceiver,Receiving block blk_271142976916798281 src: /10.251.70.112:50176 dest: /10.251.70.112:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_271142976916798281', '/10.251.70.112:50176', '/10.251.70.112:50010']"
282,081110,020140,6146,INFO,dfs.DataNode$PacketResponder,Received block blk_4029732570544915384 of size 67108864 from /10.251.35.1,e3df2680,Received block <*> of size <*> from <*>,"['blk_4029732570544915384', '67108864', '/10.251.35.1']"
283,081110,020249,6148,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_679168189072909208 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_679168189072909208']"
284,081110,020302,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_6285161494041403917 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.43.192:50010', 'blk_6285161494041403917', '67108864']"
285,081110,020313,6034,INFO,dfs.DataNode$PacketResponder,Received block blk_-5306443381473737599 of size 67108864 from /10.251.195.52,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5306443381473737599', '67108864', '/10.251.195.52']"
286,081110,020322,6131,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2466006073687914843 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-2466006073687914843']"
287,081110,020325,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6995454028444097802 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.43.210:50010', 'blk_-6995454028444097802', '67108864']"
288,081110,020357,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_344934934043642744 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.6.4:50010', 'blk_344934934043642744', '67108864']"
289,081110,020458,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_4984720043834039361 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.230:50010', 'blk_4984720043834039361', '67108864']"
290,081110,020509,6043,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6398122733993275620 src: /10.251.111.80:53737 dest: /10.251.111.80:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_6398122733993275620', '/10.251.111.80:53737', '/10.251.111.80:50010']"
291,081110,020632,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_325981833999429148 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.43.192:50010', 'blk_325981833999429148', '67108864']"
292,081110,020724,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2568309208894455676 is added to invalidSet of 10.251.31.160:50010,d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_2568309208894455676', '10.251.31.160:50010']"
293,081110,022226,6281,INFO,dfs.DataNode$DataXceiver,10.250.19.16:50010 Served block blk_1078000656626961731 to /10.250.19.16,626085d5,<*> Served block <*> to <*>,"['10.250.19.16:50010', 'blk_1078000656626961731', '/10.250.19.16']"
294,081110,023456,6415,WARN,dfs.DataNode$DataXceiver,10.251.67.225:50010:Got exception while serving blk_-6900989714336081087 to /10.251.25.237:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.67.225:50010:', 'blk_-6900989714336081087', '/10.251.25.237:']"
295,081110,024834,6371,INFO,dfs.DataNode$DataXceiver,10.251.126.227:50010 Served block blk_-8306714721294235181 to /10.251.126.227,626085d5,<*> Served block <*> to <*>,"['10.251.126.227:50010', 'blk_-8306714721294235181', '/10.251.126.227']"
296,081110,030331,6561,WARN,dfs.DataNode$DataXceiver,10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.42.191:50010:', 'blk_-8023826090828946372', '/10.251.214.130:']"
297,081110,030942,6646,WARN,dfs.DataNode$DataXceiver,10.251.31.5:50010:Got exception while serving blk_-1367876730256254709 to /10.251.67.225:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.31.5:50010:', 'blk_-1367876730256254709', '/10.251.67.225:']"
298,081110,031019,6604,INFO,dfs.DataNode$DataXceiver,10.251.126.83:50010 Served block blk_-3860894070657427592 to /10.251.126.83,626085d5,<*> Served block <*> to <*>,"['10.251.126.83:50010', 'blk_-3860894070657427592', '/10.251.126.83']"
299,081110,032126,6555,WARN,dfs.DataNode$DataXceiver,10.251.26.8:50010:Got exception while serving blk_-7983508786213002472 to /10.251.38.197:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.26.8:50010:', 'blk_-7983508786213002472', '/10.251.38.197:']"
300,081110,035357,6606,INFO,dfs.DataNode$DataXceiver,10.251.71.97:50010 Served block blk_5454332143498402824 to /10.250.15.67,626085d5,<*> Served block <*> to <*>,"['10.251.71.97:50010', 'blk_5454332143498402824', '/10.250.15.67']"
