EventId,Content,Time,Date,Pid,Level,Component,EventTemplate,BlockId
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000154_0/part-00154. blk_3557914126063085372,204613,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_3557914126063085372
E5,Receiving block blk_3557914126063085372 src: /10.251.26.131:51335 dest: /10.251.26.131:50010,204613,81109,543,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_3557914126063085372
E5,Receiving block blk_3557914126063085372 src: /10.251.26.131:48776 dest: /10.251.26.131:50010,204613,81109,554,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_3557914126063085372
E5,Receiving block blk_3557914126063085372 src: /10.251.65.237:60334 dest: /10.251.65.237:50010,204614,81109,561,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_3557914126063085372
E25,BLOCK* ask 10.251.65.237:50010 to replicate blk_3557914126063085372 to datanode(s) 10.251.199.19:50010,204617,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_3557914126063085372
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.237:50010 is added to blk_3557914126063085372 size 3541408,204617,81109,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_3557914126063085372
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.131:50010 is added to blk_3557914126063085372 size 3541408,204617,81109,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_3557914126063085372
E11,PacketResponder 1 for block blk_3557914126063085372 terminating,204617,81109,544,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_3557914126063085372
E9,Received block blk_3557914126063085372 of size 3541408 from /10.251.26.131,204617,81109,544,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_3557914126063085372
E11,PacketResponder 2 for block blk_3557914126063085372 terminating,204617,81109,555,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_3557914126063085372
E9,Received block blk_3557914126063085372 of size 3541408 from /10.251.26.131,204617,81109,555,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_3557914126063085372
E11,PacketResponder 0 for block blk_3557914126063085372 terminating,204617,81109,562,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_3557914126063085372
E9,Received block blk_3557914126063085372 of size 3541408 from /10.251.65.237,204617,81109,562,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_3557914126063085372
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.129:50010 is added to blk_3557914126063085372 size 3541408,204618,81109,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_3557914126063085372
E18,10.251.65.237:50010 Starting thread to transfer block blk_3557914126063085372 to 10.251.199.19:50010,204620,81109,19,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_3557914126063085372
E5,Receiving block blk_3557914126063085372 src: /10.251.65.237:51995 dest: /10.251.65.237:50010,204620,81109,559,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_3557914126063085372
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_3557914126063085372 size 3541408,204621,81109,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_3557914126063085372
E16,10.251.65.237:50010:Transmitted block blk_3557914126063085372 to /10.251.199.19:50010,204621,81109,549,INFO,dfs.DataNode$DataTransfer,<*>:Transmitted block <*> to /<*>,blk_3557914126063085372
E6,Received block blk_3557914126063085372 src: /10.251.65.237:51995 dest: /10.251.65.237:50010 of size 3541408,204621,81109,559,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_3557914126063085372
E21,Deleting block blk_3557914126063085372 file /mnt/hadoop/dfs/data/current/subdir8/blk_3557914126063085372,204623,81109,19,INFO,dfs.FSDataset,Deleting block <*> file <*>,blk_3557914126063085372
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000392_0/part-00392. blk_349284099419601276,204615,81109,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_349284099419601276
E5,Receiving block blk_349284099419601276 src: /10.251.127.47:45070 dest: /10.251.127.47:50010,204615,81109,541,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_349284099419601276
E5,Receiving block blk_349284099419601276 src: /10.251.35.1:54568 dest: /10.251.35.1:50010,204616,81109,557,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_349284099419601276
E5,Receiving block blk_349284099419601276 src: /10.251.127.47:50167 dest: /10.251.127.47:50010,204616,81109,564,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_349284099419601276
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.175:50010 is added to blk_349284099419601276 size 3546138,204619,81109,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_349284099419601276
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_349284099419601276 size 3546138,204619,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_349284099419601276
E11,PacketResponder 2 for block blk_349284099419601276 terminating,204619,81109,542,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_349284099419601276
E9,Received block blk_349284099419601276 of size 3546138 from /10.251.127.47,204619,81109,542,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_349284099419601276
E11,PacketResponder 0 for block blk_349284099419601276 terminating,204619,81109,558,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_349284099419601276
E9,Received block blk_349284099419601276 of size 3546138 from /10.251.35.1,204619,81109,558,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_349284099419601276
E11,PacketResponder 1 for block blk_349284099419601276 terminating,204619,81109,565,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_349284099419601276
E9,Received block blk_349284099419601276 of size 3546138 from /10.251.127.47,204619,81109,565,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_349284099419601276
E18,10.251.127.47:50010 Starting thread to transfer block blk_349284099419601276 to 10.251.126.22:50010,204620,81109,19,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_349284099419601276
E25,BLOCK* ask 10.251.127.47:50010 to replicate blk_349284099419601276 to datanode(s) 10.251.126.22:50010,204620,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_349284099419601276
E5,Receiving block blk_349284099419601276 src: /10.251.127.47:56888 dest: /10.251.127.47:50010,204620,81109,553,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_349284099419601276
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.22:50010 is added to blk_349284099419601276 size 3546138,204621,81109,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_349284099419601276
E16,10.251.127.47:50010:Transmitted block blk_349284099419601276 to /10.251.126.22:50010,204621,81109,544,INFO,dfs.DataNode$DataTransfer,<*>:Transmitted block <*> to /<*>,blk_349284099419601276
E6,Received block blk_349284099419601276 src: /10.251.127.47:56888 dest: /10.251.127.47:50010 of size 3546138,204621,81109,553,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_349284099419601276
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.35.1:50010 is added to blk_349284099419601276 size 3546138,204622,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_349284099419601276
E21,Deleting block blk_349284099419601276 file /mnt/hadoop/dfs/data/current/subdir39/blk_349284099419601276,204626,81109,19,INFO,dfs.FSDataset,Deleting block <*> file <*>,blk_349284099419601276
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000057_0/part-00057. blk_-30639162771126691,204617,81109,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-30639162771126691
E5,Receiving block blk_-30639162771126691 src: /10.251.42.246:50350 dest: /10.251.42.246:50010,204617,81109,556,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-30639162771126691
E5,Receiving block blk_-30639162771126691 src: /10.251.42.246:51108 dest: /10.251.42.246:50010,204617,81109,561,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-30639162771126691
E7,writeBlock blk_-30639162771126691 received exception java.io.IOException: Could not read from stream,204619,81109,556,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_-30639162771126691
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000499_0/part-00499. blk_4356667732178060953,204621,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_4356667732178060953
E5,Receiving block blk_4356667732178060953 src: /10.251.31.85:45222 dest: /10.251.31.85:50010,204621,81109,568,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_4356667732178060953
E5,Receiving block blk_4356667732178060953 src: /10.251.31.85:59418 dest: /10.251.31.85:50010,204622,81109,570,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_4356667732178060953
E7,writeBlock blk_4356667732178060953 received exception java.io.IOException: Could not read from stream,204625,81109,568,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_4356667732178060953
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000139_0/part-00139. blk_7231490463136154050,204622,81109,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_7231490463136154050
E5,Receiving block blk_7231490463136154050 src: /10.251.199.225:34388 dest: /10.251.199.225:50010,204622,81109,576,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_7231490463136154050
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000022_0/part-00022. blk_-5410886886439711883,204623,81109,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-5410886886439711883
E5,Receiving block blk_-5410886886439711883 src: /10.250.19.227:43900 dest: /10.250.19.227:50010,204623,81109,549,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-5410886886439711883
E5,Receiving block blk_-5410886886439711883 src: /10.251.42.191:59122 dest: /10.251.42.191:50010,204624,81109,555,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-5410886886439711883
E5,Receiving block blk_-5410886886439711883 src: /10.250.19.227:49033 dest: /10.250.19.227:50010,204624,81109,556,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-5410886886439711883
E18,10.250.19.227:50010 Starting thread to transfer block blk_-5410886886439711883 to 10.250.11.53:50010,204626,81109,19,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_-5410886886439711883
E25,BLOCK* ask 10.250.19.227:50010 to replicate blk_-5410886886439711883 to datanode(s) 10.250.11.53:50010,204626,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_-5410886886439711883
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_-5410886886439711883 size 3553162,204626,81109,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-5410886886439711883
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.227:50010 is added to blk_-5410886886439711883 size 3553162,204626,81109,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-5410886886439711883
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to blk_-5410886886439711883 size 3553162,204626,81109,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-5410886886439711883
E11,PacketResponder 2 for block blk_-5410886886439711883 terminating,204626,81109,550,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-5410886886439711883
E9,Received block blk_-5410886886439711883 of size 3553162 from /10.250.19.227,204626,81109,550,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-5410886886439711883
E11,PacketResponder 0 for block blk_-5410886886439711883 terminating,204626,81109,556,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-5410886886439711883
E9,Received block blk_-5410886886439711883 of size 3553162 from /10.251.42.191,204626,81109,556,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-5410886886439711883
E11,PacketResponder 1 for block blk_-5410886886439711883 terminating,204626,81109,558,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-5410886886439711883
E9,Received block blk_-5410886886439711883 of size 3553162 from /10.250.19.227,204626,81109,558,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-5410886886439711883
E16,10.250.19.227:50010:Transmitted block blk_-5410886886439711883 to /10.250.11.53:50010,204627,81109,552,INFO,dfs.DataNode$DataTransfer,<*>:Transmitted block <*> to /<*>,blk_-5410886886439711883
E6,Received block blk_-5410886886439711883 src: /10.250.19.227:34171 dest: /10.250.19.227:50010 of size 3553162,204627,81109,569,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_-5410886886439711883
E5,Receiving block blk_-5410886886439711883 src: /10.250.19.227:34171 dest: /10.250.19.227:50010,204627,81109,569,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-5410886886439711883
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.53:50010 is added to blk_-5410886886439711883 size 3553162,204628,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-5410886886439711883
E21,Deleting block blk_-5410886886439711883 file /mnt/hadoop/dfs/data/current/subdir31/blk_-5410886886439711883,204631,81109,19,INFO,dfs.FSDataset,Deleting block <*> file <*>,blk_-5410886886439711883
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000319_0/part-00319. blk_3844292022306268975,204624,81109,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_3844292022306268975
E5,Receiving block blk_3844292022306268975 src: /10.251.39.192:35262 dest: /10.251.39.192:50010,204624,81109,573,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_3844292022306268975
E5,Receiving block blk_3844292022306268975 src: /10.251.39.192:39096 dest: /10.251.39.192:50010,204628,81109,586,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_3844292022306268975
E7,writeBlock blk_3844292022306268975 received exception java.io.IOException: Could not read from stream,204631,81109,573,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_3844292022306268975
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000451_0/part-00451. blk_271745319033279389,204627,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_271745319033279389
E5,Receiving block blk_271745319033279389 src: /10.251.71.16:46856 dest: /10.251.71.16:50010,204627,81109,574,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_271745319033279389
E5,Receiving block blk_271745319033279389 src: /10.251.71.16:50525 dest: /10.251.71.16:50010,204628,81109,581,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_271745319033279389
E7,writeBlock blk_271745319033279389 received exception java.io.IOException: Could not read from stream,204632,81109,574,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_271745319033279389
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000444_0/part-00444. blk_5325692556778253782,204631,81109,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_5325692556778253782
E5,Receiving block blk_5325692556778253782 src: /10.251.42.191:44357 dest: /10.251.42.191:50010,204631,81109,565,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_5325692556778253782
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000201_0/part-00201. blk_-3436549335889744100,204633,81109,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-3436549335889744100
E5,Receiving block blk_-3436549335889744100 src: /10.251.26.177:33334 dest: /10.251.26.177:50010,204633,81109,564,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-3436549335889744100
E5,Receiving block blk_-3436549335889744100 src: /10.251.26.177:52795 dest: /10.251.26.177:50010,204633,81109,568,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-3436549335889744100
E7,writeBlock blk_-3436549335889744100 received exception java.io.IOException: Could not read from stream,204636,81109,568,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_-3436549335889744100
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000133_0/part-00133. blk_-1597249921068575545,204633,81109,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-1597249921068575545
E5,Receiving block blk_-1597249921068575545 src: /10.251.74.192:47620 dest: /10.251.74.192:50010,204633,81109,576,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-1597249921068575545
E5,Receiving block blk_-1597249921068575545 src: /10.251.125.174:36517 dest: /10.251.125.174:50010,204636,81109,566,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-1597249921068575545
E5,Receiving block blk_-1597249921068575545 src: /10.251.74.192:42814 dest: /10.251.74.192:50010,204636,81109,574,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-1597249921068575545
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.192:50010 is added to blk_-1597249921068575545 size 3547168,204637,81109,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-1597249921068575545
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.18.114:50010 is added to blk_-1597249921068575545 size 3547168,204637,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-1597249921068575545
E11,PacketResponder 0 for block blk_-1597249921068575545 terminating,204637,81109,567,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-1597249921068575545
E9,Received block blk_-1597249921068575545 of size 3547168 from /10.251.125.174,204637,81109,567,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-1597249921068575545
E11,PacketResponder 1 for block blk_-1597249921068575545 terminating,204637,81109,575,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-1597249921068575545
E9,Received block blk_-1597249921068575545 of size 3547168 from /10.251.74.192,204637,81109,575,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-1597249921068575545
E25,BLOCK* ask 10.250.18.114:50010 to replicate blk_-1597249921068575545 to datanode(s) 10.250.11.53:50010,204638,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_-1597249921068575545
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.174:50010 is added to blk_-1597249921068575545 size 3547168,204638,81109,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-1597249921068575545
E11,PacketResponder 2 for block blk_-1597249921068575545 terminating,204638,81109,582,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-1597249921068575545
E9,Received block blk_-1597249921068575545 of size 3547168 from /10.251.74.192,204638,81109,582,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-1597249921068575545
E18,10.250.18.114:50010 Starting thread to transfer block blk_-1597249921068575545 to 10.250.11.53:50010,204640,81109,19,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_-1597249921068575545
E5,Receiving block blk_-1597249921068575545 src: /10.250.18.114:55427 dest: /10.250.18.114:50010,204641,81109,576,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-1597249921068575545
E16,10.250.18.114:50010:Transmitted block blk_-1597249921068575545 to /10.250.11.53:50010,204642,81109,572,INFO,dfs.DataNode$DataTransfer,<*>:Transmitted block <*> to /<*>,blk_-1597249921068575545
E6,Received block blk_-1597249921068575545 src: /10.250.18.114:55427 dest: /10.250.18.114:50010 of size 3547168,204642,81109,576,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_-1597249921068575545
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.53:50010 is added to blk_-1597249921068575545 size 3547168,204644,81109,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-1597249921068575545
E21,Deleting block blk_-1597249921068575545 file /mnt/hadoop/dfs/data/current/subdir1/blk_-1597249921068575545,204652,81109,19,INFO,dfs.FSDataset,Deleting block <*> file <*>,blk_-1597249921068575545
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000190_0/part-00190. blk_-4304326910587241051,204634,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-4304326910587241051
E5,Receiving block blk_-4304326910587241051 src: /10.251.105.189:35370 dest: /10.251.105.189:50010,204634,81109,573,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4304326910587241051
E5,Receiving block blk_-4304326910587241051 src: /10.251.105.189:56389 dest: /10.251.105.189:50010,204634,81109,578,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4304326910587241051
E5,Receiving block blk_-4304326910587241051 src: /10.251.29.239:59104 dest: /10.251.29.239:50010,204634,81109,581,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4304326910587241051
E25,BLOCK* ask 10.251.71.146:50010 to replicate blk_-4304326910587241051 to datanode(s) 10.251.127.191:50010 10.251.110.196:50010,204638,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_-4304326910587241051
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-4304326910587241051 size 3554220,204638,81109,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-4304326910587241051
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-4304326910587241051 size 3554220,204638,81109,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-4304326910587241051
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.29.239:50010 is added to blk_-4304326910587241051 size 3554220,204638,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-4304326910587241051
E11,PacketResponder 1 for block blk_-4304326910587241051 terminating,204638,81109,574,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-4304326910587241051
E9,Received block blk_-4304326910587241051 of size 3554220 from /10.251.105.189,204638,81109,574,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-4304326910587241051
E11,PacketResponder 2 for block blk_-4304326910587241051 terminating,204638,81109,579,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-4304326910587241051
E9,Received block blk_-4304326910587241051 of size 3554220 from /10.251.105.189,204638,81109,579,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-4304326910587241051
E11,PacketResponder 0 for block blk_-4304326910587241051 terminating,204638,81109,582,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-4304326910587241051
E9,Received block blk_-4304326910587241051 of size 3554220 from /10.251.29.239,204638,81109,582,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-4304326910587241051
E18,"10.251.71.146:50010 Starting thread to transfer block blk_-4304326910587241051 to 10.251.127.191:50010, 10.251.110.196:50010",204641,81109,19,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_-4304326910587241051
E5,Receiving block blk_-4304326910587241051 src: /10.251.71.146:35258 dest: /10.251.71.146:50010,204641,81109,580,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4304326910587241051
E5,Receiving block blk_-4304326910587241051 src: /10.251.127.191:48195 dest: /10.251.127.191:50010,204641,81109,586,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4304326910587241051
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_-4304326910587241051 size 3554220,204643,81109,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-4304326910587241051
E6,Received block blk_-4304326910587241051 src: /10.251.71.146:35258 dest: /10.251.71.146:50010 of size 3554220,204643,81109,580,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_-4304326910587241051
E16,10.251.71.146:50010:Transmitted block blk_-4304326910587241051 to /10.251.127.191:50010,204643,81109,588,INFO,dfs.DataNode$DataTransfer,<*>:Transmitted block <*> to /<*>,blk_-4304326910587241051
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.196:50010 is added to blk_-4304326910587241051 size 3554220,204644,81109,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-4304326910587241051
E6,Received block blk_-4304326910587241051 src: /10.251.127.191:48195 dest: /10.251.127.191:50010 of size 3554220,204644,81109,586,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_-4304326910587241051
